ID	DOCULECT	DOCULECT_IN_SOURCE	GLOTTOCODE	CONCEPTICON_ID	CONCEPT	VALUE	FORM	SOURCE	BVD_ID	COGID	BORROWING	VARIANTS	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	EDITID	TURCHINID	LEXSTATID	ALIGNMENT
1349	Tahitian	Tahitian (Modern)	tahi1242	1408	to hear	fa'aro'o	fa'aro'o	Clark-173-2005	15524	90			f a ʔ a r o ʔ o	3 7 1 7 5 7 1 7	AXBYBYBZ	BAHARUHU	9	9.B.C 9.A.V 9.H.C 9.A.V 9.R.C 9.U.V 9.H.C 9.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	faʔaroʔo	0	1119	1298	1350	1099	f a - - ʔ a r o ʔ o
4428	Ra’ivavae	Ra'ivavae	aust1304	602	to hide	tāponiponi	tāponiponi	Tamaititahio-1213-2015	291310	91			t aː p o n i p o n i	1 7 1 7 4 7 1 7 4 7	AXBYBYBYBZ	TAPUNIPUNI	6	6.T.C 6.A.V 6.P.C 6.U.V 6.N.C 6.I.V 6.P.C 6.U.V 6.N.C 6.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	taːponiponi	0	1121	1309	1356	1101	t aː p o n i p o n i
4622	Tuamotuan	Tuamotu	tuam1242	602	to hide	taahuna	taahuna	POLLEX	90906	91			t aː h u n a	1 7 3 7 4 7	AXBYBZ	TAHYNA	10	10.T.C 10.A.V 10.H.C 10.Y.V 10.N.C 10.A.V	2.0 1.5 1.75 1.3 1.75 0.8	taːhuna	0	1120	1306	1359	1100	t aː h u n a
766	Maori	Maori	maor1246	602	to hide	huna	huna	Biggs-85-2005	60775	91			h u n a	3 7 4 7	AXBZ	HYNA	3	3.H.C 3.Y.V 3.N.C 3.A.V	2.0 1.5 1.75 0.8	huna	0	1120	1306	1351	1100	- - h u n a
5143	Rurutuan	Rurutuan	aust1304	602	to hide	ʔuna	ʔuna	Meyer-128-2005	80993	91		taapuni	ʔ u n a	1 7 4 7	AXBZ	HYNA	7	7.H.C 7.Y.V 7.N.C 7.A.V	2.0 1.5 1.75 0.8	ʔuna	0	1120	1306	1351	1100	- - ʔ u n a
5656	Hawaiian	Hawaiian	hawa1245	602	to hide	hūnā	hūnā	71458	60742	91			h uː n aː	3 7 4 7	AXBZ	HYNA	1	1.H.C 1.Y.V 1.N.C 1.A.V	2.0 1.5 1.75 0.8	huːnaː	0	1120	1304	1351	1100	- - h uː n aː
1887	Mangareva	Mangareva	mang1401	602	to hide	pupuni	pupuni	POLLEX	321575	91		pu/puni	p u p u n i	1 7 1 7 4 7	AXBYBZ	PYPYNI	2	2.P.C 2.Y.V 2.P.C 2.Y.V 2.N.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	pupuni	0	1121	1305	1352	1101	- - p - - u p u n i
3337	North_Marquesan	Marquesan	nort2845	602	to hide	hakanaa	hakanaa	POLLEX	135746	716			h a k a n aː	3 7 1 7 4 7	AXBYBZ	HAKANA	4	4.H.C 4.A.V 4.K.C 4.A.V 4.N.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	hakanaː	0	1120	1307	1354	1100	h a k a n aː
1210	Tahitian	Tahitian (Modern)	tahi1242	602	to hide	taapuni	taapuni	Clark-173-2005	60863	91			t aː p u n i	1 7 1 7 4 7	AXBYBZ	TAPYNI	9	9.T.C 9.A.V 9.P.C 9.Y.V 9.N.C 9.I.V	2.0 1.5 1.75 1.3 1.75 0.8	taːpuni	0	1121	1305	1356	1101	t aː p - - - - u n i
1635	Rapanui	Rapanui (Easter Island)	rapa1244	602	to hide	romi	romi	POLLEX	130634	414			r o m i	5 7 4 7	AXBZ	RUMI	5	5.R.C 5.U.V 5.M.C 5.I.V	2.0 1.5 1.75 0.8	romi	0	1124	1308	1355	1104	r o m i
4517	Ra’ivavae	Ra'ivavae	aust1304	1433	to hit	paʔi	paʔi	Tamaititahio-1213-2015	291221	1103			p a ʔ i	1 7 1 7	AXBZ	PAHI	6	6.P.C 6.A.V 6.H.C 6.I.V	2.0 1.5 1.75 0.8	paʔi	0	1125	1315	1365	1110	p a ʔ - - i
4753	Tuamotuan	Tuamotu	tuam1242	1433	to hit	tuki	tuki	POLLEX	91745	1332			t u k i	1 7 1 7	AXBZ	TYKI	10	10.T.C 10.Y.V 10.K.C 10.I.V	2.0 1.5 1.75 0.8	tuki	1	1126	1310	1369	1105	t u k - - i
4754	Tuamotuan	Tuamotu	tuam1242	1433	to hit	taa	taa	POLLEX	91744	146			t aː	1 7	AX	TA	10	10.T.C 10.A.V	2.0 1.5	taː	0	1126	1317	1363	1106	t aː - -
4755	Tuamotuan	Tuamotu	tuam1242	1433	to hit	patu	patu	POLLEX	91743	1232			p a t u	1 7 1 7	AXBZ	PATY	10	10.P.C 10.A.V 10.T.C 10.Y.V	2.0 1.5 1.75 0.8	patu	0	1127	1312	1362	1107	p a t u
4756	Tuamotuan	Tuamotu	tuam1242	1433	to hit	papaki	papaki	POLLEX	91742	1103		paki	p a p a k i	1 7 1 7 1 7	AXBYBZ	PAPAKI	10	10.P.C 10.A.V 10.P.C 10.A.V 10.K.C 10.I.V	2.0 1.5 1.75 1.3 1.75 0.8	papaki	0	1127	1315	1378	1110	p a p a k i
872	Maori	Maori	maor1246	1433	to hit	patu	patu	Biggs-85-2005	25432	1232			p a t u	1 7 1 7	AXBZ	PATY	3	3.P.C 3.A.V 3.T.C 3.Y.V	2.0 1.5 1.75 0.8	patu	0	1127	1312	1362	1107	p a t u
1316	Tahitian	Tahitian (Modern)	tahi1242	1433	to hit	taa'iri	taa'iri	Clark-173-2005	25520	1408			t aː ʔ i r i	1 7 1 7 5 7	AXBYBZ	TAHIRI	9	9.T.C 9.A.V 9.H.C 9.I.V 9.R.C 9.I.V	2.0 1.5 1.75 1.3 1.75 0.8	taːʔiri	0	1131	1316	1366	1105	t aː ʔ i r i
5764	Hawaiian	Hawaiian	hawa1245	1433	to hit	ku'i	ku'i	71458	251531	1332			k u ʔ i	1 7 1 7	AXBZ	KYHI	1	1.K.C 1.Y.V 1.H.C 1.I.V	2.0 1.5 1.75 0.8	kuʔi	1	1125	1310	1360	1105	k u ʔ - - i
5765	Hawaiian	Hawaiian	hawa1245	1433	to hit	hahau	hahau	71458	25399	258			h a h a u	3 7 3 7 7	AXBYZ	HAHAY	1	1.H.C 1.A.V 1.H.C 1.A.V 1.Y.V	2.0 1.5 1.75 1.3 0.8	hahau	0	1135	1320	1370	1115	h a h a u
1762	Rapanui	Rapanui (Easter Island)	rapa1244	1433	to hit	tutu	tutu	POLLEX	133550	206		tu'u	t u t u	1 7 1 7	AXBZ	TYTY	5	5.T.C 5.Y.V 5.T.C 5.Y.V	2.0 1.5 1.75 0.8	tutu	1	1126	1314	1361	1106	t u t u
2018	Mangareva	Mangareva	mang1401	1433	to hit	tata	tata	POLLEX	321496	146			t a t a	1 7 1 7	AXBZ	TATA	2	2.T.C 2.A.V 2.T.C 2.A.V	2.0 1.5 1.75 0.8	tata	1	1126	1311	1361	1106	t a t a
2019	Mangareva	Mangareva	mang1401	1433	to hit	patu	patu	POLLEX	91730	1232			p a t u	1 7 1 7	AXBZ	PATY	2	2.P.C 2.A.V 2.T.C 2.Y.V	2.0 1.5 1.75 0.8	patu	0	1127	1312	1362	1107	p a t u
2020	Mangareva	Mangareva	mang1401	1433	to hit	pa(pa)ki	paki	POLLEX	91729	1103			p a k i	1 7 1 7	AXBZ	PAKI	2	2.P.C 2.A.V 2.K.C 2.I.V	2.0 1.5 1.75 0.8	paki	0	1127	1315	1374	1110	p a - - k i
5265	Rurutuan	Rurutuan	aust1304	1433	to hit	taaʔiri	taaʔiri	Meyer-128-2005	25475	1408			t aː ʔ i r i	1 7 1 7 5 7	AXBYBZ	TAHIRI	7	7.T.C 7.A.V 7.H.C 7.I.V 7.R.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	taːʔiri	0	1131	1316	1366	1105	t aː ʔ i r i
3216	Sikaiana	Sikaiana	sika1261	1433	to hit	taa	taa	POLLEX	25590	146			t aː	1 7	AX	TA	8	8.T.C 8.A.V	2.0 1.5	taː	0	1126	1317	1363	1106	t aː - -
3489	North_Marquesan	Marquesan	nort2845	1433	to hit	ta	ta	POLLEX	135748	146			t a	1 7	AX	TA	4	4.T.C 4.A.V	2.0 1.5	ta	0	1126	1313	1363	1106	t a - -
3490	North_Marquesan	Marquesan	nort2845	1433	to hit	pehi	pehi	POLLEX	135714	734		kere	p e h i	1 7 3 7	AXBZ	PEHI	4	4.P.C 4.E.V 4.H.C 4.I.V	2.0 1.5 1.75 0.8	pehi	0	1125	1322	1365	1110	p e h - - i
3491	North_Marquesan	Marquesan	nort2845	1433	to hit	tuì	tuì	POLLEX	91673	1332		tuki	t u ʔ i	1 7 1 7	AXBZ	TYHI	4	4.T.C 4.Y.V 4.H.C 4.I.V	2.0 1.5 1.75 0.8	tuʔi	1	1131	1310	1366	1105	t u ʔ - - i
3492	North_Marquesan	Marquesan	nort2845	1433	to hit	patu	patu	POLLEX	91671	1232			p a t u	1 7 1 7	AXBZ	PATY	4	4.P.C 4.A.V 4.T.C 4.Y.V	2.0 1.5 1.75 0.8	patu	0	1127	1312	1362	1107	p a t u
4502	Ra’ivavae	Ra'ivavae	aust1304	1448	to hold	Gave	Gave	Tamaititahio-1213-2015	291236	896			ɢ a v e	1 7 3 7	AXBZ	KABE	6	6.K.C 6.A.V 6.B.C 6.E.V	2.0 1.5 1.75 0.8	ɢave	0	1141	1328	1384	1121	ɢ a v e
4730	Tuamotuan	Tuamotu	tuam1242	1448	to hold	taŋo	taŋo	POLLEX	31662	353			t a ŋ o	1 7 4 7	AXBZ	TANU	10	10.T.C 10.A.V 10.N.C 10.U.V	2.0 1.5 1.75 0.8	taŋo	0	1145	1332	1388	1125	t a ŋ o
855	Maori	Maori	maor1246	1448	to hold	pupuri	pupuri	Biggs-85-2005	31501	1361			p u p u r i	1 7 1 7 5 7	AXBYBZ	PYPYRI	3	3.P.C 3.Y.V 3.P.C 3.Y.V 3.R.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	pupuri	0	1138	1325	1381	1118	p u p u r i
5243	Rurutuan	Rurutuan	aust1304	1448	to hold	taapeʔa	taapeʔa	Meyer-128-2005	31544	207			t aː p e ʔ a	1 7 1 7 1 7	AXBYBZ	TAPEHA	7	7.T.C 7.A.V 7.P.C 7.E.V 7.H.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	taːpeʔa	0	1136	1329	1385	1116	t aː p e ʔ a
1299	Tahitian	Tahitian (Modern)	tahi1242	1448	to hold	taape'a	taape'a	Clark-173-2005	31589	207			t aː p e ʔ a	1 7 1 7 1 7	AXBYBZ	TAPEHA	9	9.T.C 9.A.V 9.P.C 9.E.V 9.H.C 9.A.V	2.0 1.5 1.75 1.3 1.75 0.8	taːpeʔa	0	1136	1329	1385	1116	t aː p e ʔ a
5744	Hawaiian	Hawaiian	hawa1245	1448	to hold	(hoʻo)paʻa	paʻa	71458	247021	1051		ho'o'pa'a	p a ʔ a	1 7 1 7	AXBZ	PAHA	1	1.P.C 1.A.V 1.H.C 1.A.V	2.0 1.5 1.75 0.8	paʔa	0	1136	1323	1379	1116	- - p a ʔ a
1738	Rapanui	Rapanui (Easter Island)	rapa1244	1448	to hold	aaru	aaru	POLLEX	133551	439			aː r u	7 5 7	XBZ	ARY	5	5.A.V 5.R.C 5.Y.V	1.5 1.75 0.8	aːru	0	1140	1327	1383	1120	aː r u
1739	Rapanui	Rapanui (Easter Island)	rapa1244	1448	to hold	kuku	kuku	POLLEX	31680	259			k u k u	1 7 1 7	AXBZ	KYKY	5	5.K.C 5.Y.V 5.K.C 5.Y.V	2.0 1.5 1.75 0.8	kuku	0	1141	1334	1390	1127	k u k u
3197	Sikaiana	Sikaiana	sika1261	1448	to hold	taohi	taohi	POLLEX	145970	1019			t aː o h i	1 7 7 3 7	AXYBZ	TAUHI	8	8.T.C 8.A.V 8.U.V 8.H.C 8.I.V	2.0 1.5 1.3 1.75 0.8	taːohi	0	1136	1330	1386	1116	t aː - o h i
3461	North_Marquesan	Marquesan	nort2845	1448	to hold	mau	mau	POLLEX	135716	1012			m a u	4 7 7	AXZ	MAY	4	4.M.C 4.A.V 4.Y.V	2.0 1.5 0.8	mau	0	1137	1324	1382	1117	- - m a u
3462	North_Marquesan	Marquesan	nort2845	1448	to hold	ííma	ííma	POLLEX	31454	731			ʔ i ʔ i m a	1 7 1 7 4 7	AXBYBZ	HIHIMA	4	4.H.C 4.I.V 4.H.C 4.I.V 4.M.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	ʔiʔima	0	1146	1333	1389	1126	ʔ i ʔ i m a
1999	Mangareva	Mangareva	mang1401	1448	to hold	tāmau	tāmau	POLLEX	321512	1012			t aː m a u	1 7 4 7 7	AXBYZ	TAMAY	2	2.T.C 2.A.V 2.M.C 2.A.V 2.Y.V	2.0 1.5 1.75 1.3 0.8	taːmau	0	1137	1324	1380	1117	t aː m a u
4520	Ra’ivavae	Ra'ivavae	aust1304	1435	to hunt	aʔuaʔu	aʔuaʔu	Tamaititahio-1213-2015	291218	1233			a ʔ u a ʔ u	7 1 7 7 1 7	XBYYBZ	AHYAHY	6	6.A.V 6.H.C 6.Y.V 6.A.V 6.H.C 6.Y.V	1.5 1.75 1.3 1.3 1.75 0.8	aʔuaʔu	0	1147	1336	1391	1128	- a ʔ u a ʔ u
4760	Tuamotuan	Tuamotu	tuam1242	1435	to hunt	akuaku	akuaku	POLLEX	135771	1233			a k u a k u	7 1 7 7 1 7	XBYYBZ	AKYAKY	10	10.A.V 10.K.C 10.Y.V 10.A.V 10.K.C 10.Y.V	1.5 1.75 1.3 1.3 1.75 0.8	akuaku	0	1156	1336	1400	1128	- a k u a k u
875	Maori	Maori	maor1246	1435	to hunt	whaiwhai	faifai	Biggs-85-2005	24361	1104			f a i f a i	3 7 7 3 7 7	AXYBYZ	BAIBAI	3	3.B.C 3.A.V 3.I.V 3.B.C 3.A.V 3.I.V	2.0 1.5 1.3 1.75 1.3 0.8	faifai	0	1149	1337	1393	1130	f a i f a i
1320	Tahitian	Tahitian (Modern)	tahi1242	1435	to hunt	a'ua'u	a'ua'u	Clark-173-2005	24449	1233			a ʔ u a ʔ u	7 1 7 7 1 7	XBYYBZ	AHYAHY	9	9.A.V 9.H.C 9.Y.V 9.A.V 9.H.C 9.Y.V	1.5 1.75 1.3 1.3 1.75 0.8	aʔuaʔu	0	1147	1336	1391	1128	- a ʔ u a ʔ u
5768	Hawaiian	Hawaiian	hawa1245	1435	to hunt	hahai	hahai	71458	24328	1104			h a h a i	3 7 3 7 7	AXBYZ	HAHAI	1	1.H.C 1.A.V 1.H.C 1.A.V 1.I.V	2.0 1.5 1.75 1.3 0.8	hahai	0	1147	1335	1391	1128	h a h - a - i
1765	Rapanui	Rapanui (Easter Island)	rapa1244	1435	to hunt	poko	poko	POLLEX	130648	447			p o k o	1 7 1 7	AXBZ	PUKU	5	5.P.C 5.U.V 5.K.C 5.U.V	2.0 1.5 1.75 0.8	poko	0	1151	1339	1395	1132	p o k o
2023	Mangareva	Mangareva	mang1401	1435	to hunt	aruaru	aruaru	POLLEX	321494	547			a r u a r u	7 5 7 7 5 7	XBYYBZ	ARYARY	2	2.A.V 2.R.C 2.Y.V 2.A.V 2.R.C 2.Y.V	1.5 1.75 1.3 1.3 1.75 0.8	aruaru	0	1148	1336	1392	1129	a r u a r u
5268	Rurutuan	Rurutuan	aust1304	1435	to hunt	aʔuaʔu	aʔuaʔu	Meyer-128-2005	24404	1233			a ʔ u a ʔ u	7 1 7 7 1 7	XBYYBZ	AHYAHY	7	7.A.V 7.H.C 7.Y.V 7.A.V 7.H.C 7.Y.V	1.5 1.75 1.3 1.3 1.75 0.8	aʔuaʔu	0	1147	1336	1391	1128	- a ʔ u a ʔ u
3219	Sikaiana	Sikaiana	sika1261	1435	to hunt	sese	sese	POLLEX	145959	708			s e s e	3 7 3 7	AXBZ	SESE	8	8.S.C 8.E.V 8.S.C 8.E.V	2.0 1.5 1.75 0.8	sese	0	1154	1342	1398	1135	s e s e
3497	North_Marquesan	Marquesan	nort2845	1435	to hunt	tatai	tatai	POLLEX	75178	736		tute	t a t a i	1 7 1 7 7	AXBYZ	TATAI	4	4.T.C 4.A.V 4.T.C 4.A.V 4.I.V	2.0 1.5 1.75 1.3 0.8	tatai	0	1150	1335	1394	1131	t a t a i
4750	Tuamotuan	Tuamotu	tuam1242	1417	to kill	patu	patu	POLLEX	135649	1409			p a t u	1 7 1 7	AXBZ	PATY	10	10.P.C 10.A.V 10.T.C 10.Y.V	2.0 1.5 1.75 0.8	patu	1	1159	1345	1403	1138	p a t u
4751	Tuamotuan	Tuamotu	tuam1242	1417	to kill	taparahi	taparahi	POLLEX	135642	147			t a p a r a h i	1 7 1 7 5 7 3 7	AXBYBYBZ	TAPARAHI	10	10.T.C 10.A.V 10.P.C 10.A.V 10.R.C 10.A.V 10.H.C 10.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	taparahi	0	1158	1350	1408	1137	t a p a r a h i
870	Maori	Maori	maor1246	1417	to kill	patu	patu	Biggs-85-2005	26146	1409			p a t u	1 7 1 7	AXBZ	PATY	3	3.P.C 3.A.V 3.T.C 3.Y.V	2.0 1.5 1.75 0.8	patu	1	1159	1345	1403	1138	p a t u
1314	Tahitian	Tahitian (Modern)	tahi1242	1417	to kill	taparahi	taparahi	Clark-173-2005	26234	147			t a p a r a h i	1 7 1 7 5 7 3 7	AXBYBYBZ	TAPARAHI	9	9.T.C 9.A.V 9.P.C 9.A.V 9.R.C 9.A.V 9.H.C 9.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	taparahi	0	1158	1350	1408	1137	t a p a r a h i
1760	Rapanui	Rapanui (Easter Island)	rapa1244	1417	to kill	tiga'i	tiga'i	POLLEX	133554	1349			t i g a ʔ i	1 7 1 7 1 7	AXBYBZ	TIKAHI	5	5.T.C 5.I.V 5.K.C 5.A.V 5.H.C 5.I.V	2.0 1.5 1.75 1.3 1.75 0.8	tigaʔi	0	1158	1344	1405	1137	t i g - - a ʔ i
5762	Hawaiian	Hawaiian	hawa1245	1417	to kill	ho'omake	ho'omake	71458	26113	530			h o ʔ o m a k e	3 7 1 7 4 7 1 7	AXBYBYBZ	HUHUMAKE	1	1.H.C 1.U.V 1.H.C 1.U.V 1.M.C 1.A.V 1.K.C 1.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	hoʔomake	0	1157	1343	1401	1136	h o ʔ o m a k e
2016	Mangareva	Mangareva	mang1401	1417	to kill	tina'i	tina'i	POLLEX	321498	1349			t i n a ʔ i	1 7 4 7 1 7	AXBYBZ	TINAHI	2	2.T.C 2.I.V 2.N.C 2.A.V 2.H.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	tinaʔi	0	1158	1344	1402	1137	t i n - - a ʔ i
5262	Rurutuan	Rurutuan	aust1304	1417	to kill	ta	ta	Meyer-128-2005	91852	1334			t a	1 7	AX	TA	7	7.T.C 7.A.V	2.0 1.5	ta	0	1162	1348	1406	1141	t a
5263	Rurutuan	Rurutuan	aust1304	1417	to kill	ʔaʔamate	ʔaʔamate	Meyer-128-2005	91851	530			ʔ a ʔ a m a t e	1 7 1 7 4 7 1 7	AXBYBYBZ	HAHAMATE	7	7.H.C 7.A.V 7.H.C 7.A.V 7.M.C 7.A.V 7.T.C 7.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	ʔaʔamate	0	1157	1343	1401	1136	ʔ a ʔ a m a t e
3214	Sikaiana	Sikaiana	sika1261	1417	to kill	taa	taa	POLLEX	26304	1334			t aː	1 7	AX	TA	8	8.T.C 8.A.V	2.0 1.5	taː	1	1162	1349	1406	1141	t aː
3484	North_Marquesan	Marquesan	nort2845	1417	to kill	pehi	pehi	POLLEX	91840	1348			p e h i	1 7 3 7	AXBZ	PEHI	4	4.P.C 4.E.V 4.H.C 4.I.V	2.0 1.5 1.75 0.8	pehi	1	1159	1346	1404	1139	p e h i
3485	North_Marquesan	Marquesan	nort2845	1417	to kill	kukumi	kukumi	POLLEX	91839	649			k u k u m i	1 7 1 7 4 7	AXBYBZ	KYKYMI	4	4.K.C 4.Y.V 4.K.C 4.Y.V 4.M.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kukumi	0	1166	1352	1410	1145	k u k u m i
3486	North_Marquesan	Marquesan	nort2845	1417	to kill	haámate	haámate	POLLEX	91838	530			h a ʔ a m a t e	3 7 1 7 4 7 1 7	AXBYBYBZ	HAHAMATE	4	4.H.C 4.A.V 4.H.C 4.A.V 4.M.C 4.A.V 4.T.C 4.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	haʔamate	0	1157	1343	1401	1136	h a ʔ a m a t e
4569	Ra’ivavae	Ra'ivavae	aust1304	1410	to know, be knowledgeable	ʔite	ʔite	Tamaititahio-1213-2015	291170	260			ʔ i t e	1 7 1 7	AXBZ	HITE	6	6.H.C 6.I.V 6.T.C 6.E.V	2.0 1.5 1.75 0.8	ʔite	0	1168	1353	1416	1146	ʔ i t e
4824	Tuamotuan	Tuamotu	tuam1242	1410	to know, be knowledgeable	maatau	maatau	POLLEX	88406	92			m aː t a u	4 7 1 7 7	AXBYZ	MATAY	10	10.M.C 10.A.V 10.T.C 10.A.V 10.Y.V	2.0 1.5 1.75 1.3 0.8	maːtau	0	1169	1362	1420	1153	m aː t - - a u
4825	Tuamotuan	Tuamotu	tuam1242	1410	to know, be knowledgeable	kite	kite	POLLEX	88405	260			k i t e	1 7 1 7	AXBZ	KITE	10	10.K.C 10.I.V 10.T.C 10.E.V	2.0 1.5 1.75 0.8	kite	0	1168	1353	1412	1146	k i t e
924	Maori	Maori	maor1246	1410	to know, be knowledgeable	moohio	moohio	Biggs-85-2005	6868	989			m oː h i o	4 7 3 7 7	AXBYZ	MUHIU	3	3.M.C 3.U.V 3.H.C 3.I.V 3.U.V	2.0 1.5 1.75 1.3 0.8	moːhio	0	1169	1355	1413	1148	m oː h i o
1375	Tahitian	Tahitian (Modern)	tahi1242	1410	to know, be knowledgeable	'ite	'ite	Clark-173-2005	6956	260			ʔ i t e	1 7 1 7	AXBZ	HITE	9	9.H.C 9.I.V 9.T.C 9.E.V	2.0 1.5 1.75 0.8	ʔite	0	1168	1353	1416	1146	ʔ i t e
1821	Rapanui	Rapanui (Easter Island)	rapa1244	1410	to know, be knowledgeable	agi	agi	POLLEX	133555	464			a g i	7 1 7	XBZ	AKI	5	5.A.V 5.K.C 5.I.V	1.5 1.75 0.8	agi	0	1167	1357	1411	1150	a g i
2085	Mangareva	Mangareva	mang1401	1410	to know, be knowledgeable	kite	kite	POLLEX	321451	260			k i t e	1 7 1 7	AXBZ	KITE	2	2.K.C 2.I.V 2.T.C 2.E.V	2.0 1.5 1.75 0.8	kite	0	1168	1353	1412	1146	k i t e
5821	Hawaiian	Hawaiian	hawa1245	1410	to know, be knowledgeable	'ike	'ike	71458	6835	260			ʔ i k e	1 7 1 7	AXBZ	HIKE	1	1.H.C 1.I.V 1.K.C 1.E.V	2.0 1.5 1.75 0.8	ʔike	0	1167	1353	1411	1146	ʔ i k e
3270	Sikaiana	Sikaiana	sika1261	1410	to know, be knowledgeable	atamai	atamai	POLLEX	154817	711			a t a m a i	7 1 7 4 7 7	XBYBYZ	ATAMAI	8	8.A.V 8.T.C 8.A.V 8.M.C 8.A.V 8.I.V	1.5 1.75 1.3 1.75 1.3 0.8	atamai	0	1174	1360	1416	1153	- a t a m a i
3271	Sikaiana	Sikaiana	sika1261	1410	to know, be knowledgeable	iloa	iloa	POLLEX	7026	315			i l o a	7 5 7 7	XBYZ	ILUA	8	8.I.V 8.L.C 8.U.V 8.A.V	1.5 1.75 1.3 0.8	iloa	0	1177	1363	1421	1156	i l o a
3561	North_Marquesan	Marquesan	nort2845	1410	to know, be knowledgeable	hani	hani	POLLEX	6821	741			h a n i	3 7 4 7	AXBZ	HANI	4	4.H.C 4.A.V 4.N.C 4.I.V	2.0 1.5 1.75 0.8	hani	0	1170	1356	1414	1149	h a n i
5331	Rurutuan	Rurutuan	aust1304	1410	to know, be knowledgeable	ʔite	ʔite	Meyer-128-2005	6911	260			ʔ i t e	1 7 1 7	AXBZ	HITE	7	7.H.C 7.I.V 7.T.C 7.E.V	2.0 1.5 1.75 0.8	ʔite	0	1168	1353	1416	1146	ʔ i t e
4556	Ra’ivavae	Ra'ivavae	aust1304	1355	to laugh	ʔata	ʔata	Tamaititahio-1213-2015	291183	1234			ʔ a t a	1 7 1 7	AXBZ	HATA	6	6.H.C 6.A.V 6.T.C 6.A.V	2.0 1.5 1.75 0.8	ʔata	0	1179	1364	1425	1157	ʔ a t a
4805	Tuamotuan	Tuamotu	tuam1242	1355	to laugh	kata	kata	POLLEX	11670	1234			k a t a	1 7 1 7	AXBZ	KATA	10	10.K.C 10.A.V 10.T.C 10.A.V	2.0 1.5 1.75 0.8	kata	0	1179	1364	1423	1157	k a t a
911	Maori	Maori	maor1246	1355	to laugh	kata	kata	Biggs-85-2005	11509	1234			k a t a	1 7 1 7	AXBZ	KATA	3	3.K.C 3.A.V 3.T.C 3.A.V	2.0 1.5 1.75 0.8	kata	0	1179	1364	1423	1157	k a t a
1361	Tahitian	Tahitian (Modern)	tahi1242	1355	to laugh	'ata	'ata	Clark-173-2005	11597	1234			ʔ a t a	1 7 1 7	AXBZ	HATA	9	9.H.C 9.A.V 9.T.C 9.A.V	2.0 1.5 1.75 0.8	ʔata	0	1179	1364	1425	1157	ʔ a t a
5807	Hawaiian	Hawaiian	hawa1245	1355	to laugh	'aka	'aka	71458	11476	1234			ʔ a k a	1 7 1 7	AXBZ	HAKA	1	1.H.C 1.A.V 1.K.C 1.A.V	2.0 1.5 1.75 0.8	ʔaka	0	1178	1364	1422	1157	ʔ a k a
2071	Mangareva	Mangareva	mang1401	1355	to laugh	kata	kata	POLLEX	321457	1234		kata	k a t a	1 7 1 7	AXBZ	KATA	2	2.K.C 2.A.V 2.T.C 2.A.V	2.0 1.5 1.75 0.8	kata	0	1179	1364	1423	1157	k a t a
1805	Rapanui	Rapanui (Easter Island)	rapa1244	1355	to laugh	kata	kata	POLLEX	11688	1234			k a t a	1 7 1 7	AXBZ	KATA	5	5.K.C 5.A.V 5.T.C 5.A.V	2.0 1.5 1.75 0.8	kata	0	1179	1364	1423	1157	k a t a
3256	Sikaiana	Sikaiana	sika1261	1355	to laugh	kata	kata	POLLEX	11667	1234			k a t a	1 7 1 7	AXBZ	KATA	8	8.K.C 8.A.V 8.T.C 8.A.V	2.0 1.5 1.75 0.8	kata	0	1179	1364	1423	1157	k a t a
3544	North_Marquesan	Marquesan	nort2845	1355	to laugh	àta	àta	POLLEX	88780	1234		kata	ʔ a t a	1 7 1 7	AXBZ	HATA	4	4.H.C 4.A.V 4.T.C 4.A.V	2.0 1.5 1.75 0.8	ʔata	0	1179	1364	1425	1157	ʔ a t a
5315	Rurutuan	Rurutuan	aust1304	1355	to laugh	ata	ata	Meyer-128-2005	11552	1234			a t a	7 1 7	XBZ	ATA	7	7.A.V 7.T.C 7.A.V	1.5 1.75 0.8	ata	1	1179	1364	1425	1157	- a t a
